,ID,Source,date,art_type,authors,title,keywords,abstract,affiliations,publisher,doi,citations,Citations per year,Include,ML/DL techniques,Country,Spatial,Index analysed,Output produced,Variables,source,Spatial resolution,Time resolution,Comments,Accuracy,Feature selection,FS Comments,Optimization,Optimization comments,Transformation,Transformation comments,Decomposition,Decomposition comments,Outlier removal,OR comments,Gap fill,GF comments
22,WOS:000839868300001,WoS,2022,Article,"Zhang, Xiang; Huang, Tailai; Gulakhmadov, Aminjon; Song, Yu; Gu, Xihui; Zeng, Jiangyuan; Huang, Shuzhe; Nam, Won-Ho; Chen, Nengcheng; Niyogi, Dev",Deep Learning-Based 500 m Spatio-Temporally Continuous Air Temperature Generation by Fusing Multi-Source Data,air temperature; data fusion; deep learning; Wuhan Metropolitan Area; Austin; Texas,"The all-weather high-resolution air temperature data is crucial for understanding the urban thermal conditions with their spatio-temporal characteristics, driving factors, socio-economic and environmental consequences. In this study, we developed a novel 5-layer Deep Belief Network (DBN) deep learning model to fuse multi-source data and then generated air temperature data with 3H characteristics: High resolution, High spatio-temporal continuity (spatially seamless and temporally continuous), and High accuracy simultaneously. The DBN model was developed and applied for two different urban regions: Wuhan Metropolitan Area (WMA) in China, and Austin, Texas, USA. The model has a excellent ability to fit the complex nonlinear relationship between temperature and different predictive variables. After various adjustments to the model structure and different combinations of input variables, the daily 500-m air temperature in Wuhan Metropolitan Area (WMA) was initially generated by fusing remote sensing, reanalysis and in situ measurement products. The ten-fold cross-validation results indicated that the DBN model achieved promising results with the RMSE of 1.086 degrees C, MAE of 0.839 degrees C, and R-2 of 0.986. Compared with conventional data fusion algorithms, the DBN model also exhibited better performance. In addition, the detailed evaluation of the model on spatial and temporal scales proved the advantages of using DBN model to generate 3H temperature data. The spatial transferability of the model was tested by conducting a validation experiment for Austin, USA. In general, the results and fine-scale analyses show that the employed framework is effective to generate 3H temperature, which is valuable for urban climate and urban heat island research.","[Zhang, Xiang; Huang, Tailai; Song, Yu; Chen, Nengcheng] China Univ Geosci, Natl Engn Res Ctr Geog Informat Syst, Sch Geog & Informat Engn, Wuhan 430074, Peoples R China; [Zhang, Xiang; Zeng, Jiangyuan] Chinese Acad Sci, Aerosp Informat Res Inst, State Key Lab Remote Sensing Sci, Beijing 100101, Peoples R China; [Gulakhmadov, Aminjon] Chinese Acad Sci, Res Ctr Ecol & Environm Cent Asia, Xinjiang Inst Ecol & Geog, Urumqi 830011, Peoples R China; [Gulakhmadov, Aminjon] Natl Acad Sci Tajikistan, Inst Water Problems Hydropower & Ecol, Dushanbe 734042, Tajikistan; [Gu, Xihui] China Univ Geosci, Sch Environm Studies, Dept Atmospher Sci, Wuhan 430074, Peoples R China; [Gu, Xihui] Ctr Severe Weather & Climate & Hydrogeol Hazards, Wuhan 430074, Peoples R China; [Gu, Xihui] Univ Oxford, Sch Geog & Environm, Oxford OX1 3QY, England; [Huang, Shuzhe] Wuhan Univ, State Key Lab Informat Engn Surveying Mapping & R, Wuhan 430079, Peoples R China; [Nam, Won-Ho] Hankyong Natl Univ, Natl Agr Water Res Ctr, Sch Social Safety & Syst Engn, Inst Agr Environm Sci, 327 Jungang Ro, Anseong 17579, South Korea; [Chen, Nengcheng] Hubei Luojia Lab, Wuhan 430079, Peoples R China; [Niyogi, Dev] Univ Texas Austin, Jackson Sch Geosci, Dept Geol Sci, Austin, TX 78712 USA; [Niyogi, Dev] Univ Texas Austin, Cockrell Sch Engn, Dept Civil Architecture & Environm Engn, Austin, TX 78712 USA",REMOTE SENSING,10.3390/rs14153536,5,3,Yes,DBN,"Peoples R China,Tajikistan,England,South Korea,United States",No,Air temperature,Spatio-Temporally Continuous Air Temperature Generation,"Remotely Sensed Products MOD13Q1 NDVI 250 m 16 Days 
 EVI
 SRTM DEM 30 m - 
 Reanalysis Products ERA5-Land 2 m Temperature 0.1Â° Hourly 2019
 Soil moisture 
 Wind Speed 
 Albedo 
 TRIMS LST LST 1 km Daily 
 In Situ Measurements In Situ Station Mean Temperature - Daily","MOD13Q1 
 SRTM
 ERA5
 China Meteorological Data Center",,,,,Yes,The PCC was adopted to investigate the linear or non-linear relationship between each variable and average air temperature of in situ stations.,,,,,,,,,,
23,2-s2.0-85144516013,Scopus,2022,Article,Deng F.; Yang Y.; Zhao E.; Xu N.; Li Z.; Zheng P.; Han Y.; Gong J.,Urban Heat Island Intensity Changes in Guangdong-Hong Kong-Macao Greater Bay Area of China Revealed by Downscaling MODIS LST with Deep Learning,deep residual network; Guangdong-Hong Kong-Macao Greater Bay Area; reduced scale; surface temperature; thermal environment change,"The urban heat island (UHI) effect caused by urbanization negatively impacts the ecological environment and human health. It is crucial for urban planning and social development to monitor the urban heat island effect and study its mechanism. Due to spatial and temporal resolution limitations, existing land surface temperature (LST) data obtained from remote sensing data is challenging to meet the long-term fine-scale surface temperature mapping requirement. Given the above situation, this paper introduced the ResNet-based surface temperature downscaling method to make up for the data deficiency and applied it to the study of thermal environment change in the Guangdong-Hong Kong-Macao Greater Bay Area (GBA) from 2000 to 2020. The results showed (1) the ResNet-based surface temperature downscaling method achieves high accuracy (R2 above 0.85) and is suitable for generating 30 m-resolution surface temperature data from 1 km data; (2) the area of severe heat islands in the GBA continued to increase, increasing by 7.13 times within 20 years; and (3) except for Hong Kong and Macau, the heat island intensity of most cities showed an apparent upward trend, especially the cities with rapid urban expansion such as Guangzhou, Zhongshan, and Foshan. In general, the evolution of the heat island in the GBA diverges from the central urban area to the surrounding areas, with a phenomenon of local aggregation and the area of the intense heat island in the Guangzhou-Foshan metropolitan area is the largest. This study can enrich the downscaling research methods of surface temperature products in complex areas with surface heterogeneity and provide a reference for urban spatial planning in the GBA. © 2022 by the authors.","Key Laboratory of Urban Land Resources Monitoring and Simulation, Ministry of Natural Resources, Shenzhen, 518040, China; School of Geosciences, Yangtze University, Wuhan, 430100, China; Shenzhen Planning and Natural Resources Data Management Center, Shenzhen, 518040, China; Big Data Technology Research Center, Nanhu Laboratory, Jiaxing, 314000, China; Institute of Geological Survey, China University of Geosciences, Wuhan, 430074, China",International Journal of Environmental Research and Public Health,10.3390/ijerph192417001,5,3,Yes,RESCNN,China,Yes,LST,MODIS LST 1000m to 30m,,"LST
Land cover, NDVI, SAVI, MNDWI, NDBI, NDISI, BI
DEM
Admin data","MOD11A2/Landsat 5/8
MCD12Q1
SRTM
local",,, R2 was above 0.85 and RMSE was between 1.9833 °C and 3.0136 °C,,,Yes,Hyperparameter optimization: Adam,,,,,,,,
24,2-s2.0-85102796505,Scopus,2020,Article,Yao Y.; Chang C.; Ndayisaba F.; Wang S.,A new approach for surface urban heat island monitoring based on machine learning algorithm and spatiotemporal fusion model,Land surface temperature; Machine learning algorithm; Spatiotemporal fusion; Surface urban heat island (SUHI),"Land surface temperature (LST) is an important indicator for assessing the surface urban heat island (SUHI) effect. This paper presents a novel approach to derive LST estimates by integrating machine learning algorithm and spatiotemporal fusion model at high spatial and temporal resolution. The spatial resolutions of Landsat TM and Landsat 8 LST data were first downscaled using random forest (RF) algorithm from 120 m and 100 m, respectively, to 30 m. The resultant LST data were fused with MODerate-resolution Imaging Spectroradiometer (MODIS) LST data, by means of the Flexible Spatiotemporal Data Fusion method (FSDAF), in order to generate high spatiotemporal resolution summer daytime LST data covering the center of Chengdu city in China. The proposed new method was used to estimate the spatiotemporal variations of the summer daytime SUHI from 2009 to 2018 over Chengdu city. Results show that: (1) RF performs way better than the classical downscaling algorithm-thermal sharpening algorithm (TsHARP) for LST, and produces higher accuracy for different land covers; (2) the fused high spatiotemporal resolution summer daytime LST values were evaluated with in situ LST obtained from Chengdu Meteorological Office and the final validation results indicated that the proposed method, in generating LST dataset, can provide more details of urban thermal environment and produce higher accuracy than the traditional FSDAF; (3) significantly increasing trends of summer daytime SUHI intensity (SUHII) in the study area were observed. SUHII increased from 2.78 °C in 2009 to 4.04 °C in 2018. The highest and lowest summer daytime LST estimates were recorded over impervious surface area (ISA) and waters, respectively. © 2020 Institute of Electrical and Electronics Engineers Inc.. All rights reserved.","School of Architecture and Civil Engineering, Chengdu University, Chengdu, 610106, China; Key Laboratory of Pattern Recognition and Intelligent Information Processing, Institutions of Higher Education of Sichuan Province, Chengdu University, Chengdu, 610106, China; State Key Laboratory of Desert and Oasis Ecology, Xinjiang Institute of Ecology and Geography, Chinese Academy of Science, Urumqi, 830011, China; Faculty of Bioscience Engineering, Ghent University, Ghent, 9000, Belgium; Department of Geography, Protestant Institute of Arts and Social Sciences, Huye, Rwanda; School of Management, Xinjiang Agricultural University, Urumqi, 830000, China",IEEE Access,10.1109/access.2020.3022047,10,3,Yes,RF,"China,Belgium,Rwanda",Yes,LST,High resolution LST from MODIS and Landsat (30m),"InSitu LST
LST
","Chengdu Meteorological Office - 7 weather stations
Landsat/MODIS","Point
30m/1000m",,,,,,,,,,,,,,,
25,2-s2.0-85162167169,Scopus,2023,Article,Assaf G.; Hu X.; Assaad R.H.,Predicting Urban Heat Island severity on the census-tract level using Bayesian networks,Bayesian networks; Census-tract predictions; Forecasting models; UHI severity; Urban climate; White-box machine learning,"Urban development and population growth have resulted in several critical impacts on the society, environment, and economy. One of the main impacts is the increase in temperature observed in urban areas, also known as the Urban Heat Island (UHI) effect. UHI has become the focus of several research studies due to the associated negative implications it causes. Despite that some research efforts examined different characteristics of the UHI phenomenon, there is a gap in the literature in terms of developing interpretable machine learning models that can accurately estimate or predict the severity of UHI (rather than air temperature or other UHI characteristics) as well as that can provide predictions on the census-tract level in the US. To that extent, this paper fills this gap by developing a knowledge-based white-box Bayesian network model that predicts UHI severity based on demographic, meteorological, and land use/land cover factors. First, a dataset for all census tracts in the state of New Jersey, USA was developed, which is comprised of 13 independent variables or factors affecting UHI severity. Second, expert knowledge was obtained from 10 UHI experts using the systematic three-round Delphi method to develop four different Bayesian network models. Third, the performance of the four Bayesian models was assessed and compared to choose the optimal model with the highest accuracy. Finally, sensitivity analysis was conducted to assess the influence of each key factor on the UHI severity. The results showed that the optimal model is a tree-augmented Bayesian network that can predict or estimate the UHI severity with an accuracy of 87.88%. The outcomes of this paper also reflected that the following 8 variables are the key factors that impact UHI severity: NDVI during winter season, NDVI during summer season, imperviousness, tree canopy, building area, population density, water body areas, and annual rainfall. The findings also identified the land use/land cover category as the major category affecting UHI severity compared to demographic- and meteorological-related factors. The proposed white-box Bayesian network model in this paper adds to the body of knowledge by allowing practitioners and researchers to perform micro-level UHI predictions and inferences about future or unknown UHI severity pertaining to individual communities or small/localized geographical areas. This enables more focused and targeted UHI mitigation actions to be planned, designed, and implemented in the most affected communities, which ultimately results in better decisions, actions, and outcomes to reduce or address the UHI effect. © 2023","Smart Construction and Intelligent Infrastructure Systems (SCIIS) lab, John A. Reif, Jr. Department of Civil and Environmental Engineering, New Jersey Institute of Technology, Newark, 07102, NJ, United States",Sustainable Cities and Society,10.1016/j.scs.2023.104756,3,3,Yes,BN,United States,Yes,UHII,UHII forecast,"Meteo data (mean annual temperature, annual rainfall)
Demographic data 
LULC
NDVI
Building area
building height
road length
impervousness
tree canopy","Global Climate Monitor
US Census Bureau
US Census Bureau
Other studies
.
.
.
.
.
",,,UHI (dependent variable) is taken from other studies and not derived in the paper.,,,,,,,,,,,,,
26,2-s2.0-85118752712,Scopus,2021,Review,Xu N.; Deng F.; Liu B.; Li C.; Fu H.; Yang H.; Zhang J.,Changes in the Urban Surface Thermal Environment of a Chinese Coastal City Revealed by Downscaling MODIS LST with Random Forest Algorithm,coastal city; downscaling; random forest; surface thermal environment; urban heat island,"Analysis of the formation and evolution of urban surface thermal environment is crucial for urban planning and improving the environment of a settlement. Qingdao was selected in this study as a typical coastal city undergoing rapid urbanization, and the spatiotemporal dynamic characteristics of its urban surface thermal environment from 2010 to 2019 were evaluated. The random forest (RF) algorithm was adopted to obtain its land surface temperature (LST) map with 30-m resolution by downscaling the Moderate Resolution Imaging Spectroradiometer (MODIS) LST product; the remote sensing indices emphasizing different land cover types, LST calculated by the radiative transfer equation, and elevation were used as input variables in the algorithm. The heat island intensity (HII), urban heat island (UHI) volume, and UHI grade were used to analyze the spatiotemporal dynamic characteristics of the urban surface thermal environment in Qingdao. The results show an increasing trend in average HII between 1.1 and 2.52°C in the study area over the past 10 years. The northern city appeared to have the highest UHI volume, while change of the UHI volume in Huangdao District of southwestern Qingdao was the most significant. The areas with high HII have gradually expanded during the last 10 years, and the areas with a 10-yr persistently high HII are distributed mainly in old urban areas with high building density and a dense population. Different factors may influence UHI, such as artificial heat sources, surface heat sources, and hybrid heat sources. Finally, adjusting the urban structure, increasing the vegetated area, and changing building colors are proposed to mitigate UHI in the areas with continuously high HII. © 2021, The Chinese Meteorological Society and Springer-Verlag Berlin Heidelberg.","School of Geosciences, Yangtze University, Wuhan, 430100, China; Nanhu Laboratory, Jiaxing, 314002, China; Beijing Big Data Advanced Technology Institute, Beijing, 100871, China; University of Chinese Academy of Sciences, Beijing, 100049, China; Key Laboratory of Digital Earth Sciences, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, 100094, China",Journal of Meteorological Research,10.1007/s13351-021-0023-4,8,3,Yes,RF,China,Yes,"HII, UHI","HII, UHI, and high resultion temperature","Land Use, NDVI, SAVI, MNDWI, NDBI, MNDISI, BI
LST","Landsat
MODIS","30m
1000m",,,The R2 is about 0.8 and the RMSE is between 0.6780 and 3.7833°C for the past 10 years,NS,,NS,,,,,,,,,
27,WOS:001014972500001,WoS,2023,Article,"Addas, Abdullah",Machine Learning Techniques to Map the Impact of Urban Heat Island: Investigating the City of Jeddah,energy and building; land surface temperature (LST); land use and land cover (LUALC); urban heat island effect; urbanization; machine learning; remote sensing,"Over the last decades, most agricultural land has been converted into residential colonies to accommodate the rapid population expansion. Population growth and urbanization result in negative consequences on the environment. Such land has experienced various environmental issues due to rapid urbanization and population increases. Such expansion in urbanization has a big impact on worsening the residences soon and in the long term, as the population is projected to increase more and more. One such issue is the urban heat island (UHI), which is computed based on land surface temperature (LST). The UHI effect has fundamental anthropogenic impacts on local areas, particularly in rapidly growing cities. This is due to the unplanned shifts in land use and land cover (LUALC) at the local level, which results in climate condition variations. Therefore, proper planning based on concrete information is the best policy in the long run to remedy these issues. In this study, we attempt to map out UHI phenomena using machine learning (ML) algorithms, including bagging and random subspace. The proposed research also fulfills the sustainable development goals (SDGs) requirement. We exploit the correlation and regression methods to understand the relationship between biophysical composition and the UHI effect. Our findings indicate that in the megacity of Jeddah, Saudi Arabia, from 2000 to 2021, the urban area enlarged by about 80%, while the UHI increased overall. Impervious surfaces significantly impact the UHI effect, while vegetation and water bodies have negative implications for the UHI effect. More than 80% of the total parts in Jeddah have been classified by extremely high UHI conditions, as determined by the bagging and random subspace models. In particular, the megacity's south, north, and central-east parts were categorized by very high UHI conditions. This research is not only expected to assist in understanding the spatial patterns of the UHI in Jeddah, but to assist planners and policymakers in spatial planning. It will help to ensure sustainable urban management and improve life quality.","[Addas, Abdullah] Prince Sattam bin Abdulaziz Univ, Coll Engn, Dept Civil Engn, Alkharj 11942, Saudi Arabia; [Addas, Abdullah] King Abdulaziz Univ, Fac Architecture & Planning, Landscape Architecture Dept, Jeddah 21589, Saudi Arabia",LAND,10.3390/land12061159,3,3,Yes,BDT,Saudi Arabia,Yes,UHI,,,,,,,,,,,,,,,,,,,
28,2-s2.0-85162108220,Scopus,2023,Article,Assaf G.; Hu X.; Assaad R.H.,Mining and modeling the direct and indirect causalities among factors affecting the Urban Heat Island severity using structural machine learned Bayesian networks,Bayesian networks; Causal relationships; Machine learning; Structural learning; Urban climate; Urban Heat Island (UHI),"Urbanization, population growth, and climate change have several impacts on the environment including the extreme increase in temperature in urban areas, which is also known as the Urban Heat Island (UHI) effect. This paper presents a novel white-box data-driven structural learning Bayesian network model that (1) discovers knowledge from the data by identifying the key factors impacting the UHI severity; (2) captures the causal (direct and indirect) relationships between the different variables that influence UHI severity, and (3) represents the learned relationships into graphical networks that are both machine- and human-interpretable. Different Bayesian networks were developed based on a dataset comprised of 31 meteorological, socio-demographic, geographic, and land use/land cover factors gathered for the State of New Jersey, USA. Furthermore, the different Bayesian networks were assessed and compared to determine the optimal structure. Finally, the best model was validated on an unseen testing sample where an overall accuracy of 88.51% was obtained. The proposed optimal Bayesian network model was able to discover knowledge about 13 causal relationships between 12 variables (one of which is the UHI severity). The outcomes of this research are crucial for urban management and for proposing proper adaptation plans for the UHI effect. © 2023 Elsevier B.V.","Smart Construction and Intelligent Infrastructure Systems (SCIIS) Lab, John A. Reif, Jr. Department of Civil and Environmental Engineering, New Jersey Institute of Technology, Newark, 07102, NJ, United States",Urban Climate,10.1016/j.uclim.2023.101570,2,2,Yes,BN,United States,"Yes, polygon",UHI,,"Meteo
Demographic
Geographic
LULC
UHI","Global Climate Monitor
US Census Bureau
natural Earth
...
Other studies
",,,,"precision, accuracy, recall, f-1 socre, AUC",Yes,Random Forest classification importance,Yes,Directed acyclic graphs on top of bayesian networks  and hyperparameter tunning thru grid search and 5-fold coress validation.,Yes,"Normalization, data skewing (cube root method, hyperbolic tangent method, log-transform method, sigmoid method), and discretization (from continuos values to classes).",,,Yes,"Minumium covariance determinant, local outlier factor, one-class SVM",Yes,KNN
29,2-s2.0-85138688731,Scopus,2022,Article,"Wang Y., Liang Z., Ding J., Shen J., Wei F., Li S.",Prediction of Urban Thermal Environment Based on Multi-Dimensional Nature and Urban Form Factors,feature importance; machine learning; scenario prediction; urban form; urban thermal environment,"The urban thermal environment is affected by multiple urban form and natural environment factors; research on the accurate prediction of the urban thermal environment, considering the interaction among different urban environmental factors, is still lacking. The development of a machine learning model provides a good means of solving complex problems. This study aims to clarify the relationship between urban environmental variables and the urban thermal environment through high-precision machine learning models as well as provide scenarios of future urban thermal environment developments. We defined an urban thermal environment index (UTEI), considering twelve urban form and natural indicators sourced from the remote sensing data of 150 cities in the Jing-Jin-Ji region from 2000 to 2015. We achieved accurate predictions of UTEI through training a gradient-boosted regression trees model. By unpacking the model, we found that the contribution rate of elevation (ELEV) was the highest. Among all the urban form indicators, the elongation index (ELONG), urban population (POP), nighttime light intensity (NLI), urban area size (AREA), and urban shape index (SHAPE) also had high contributions. We set up five scenarios to simulate the possible impact of different urban form factors on the overall urban thermal environment quality in the region. Under extremely deteriorated patterns that do not control urban expansion and vegetation reduction, the average UTEI could be as high as 0.55â0.76 Â°C in summer and 0.24â0.29 Â°C in winter, yet in the extremely optimized situation, UTEI decreased by 0.69 Â°C in summer and 0.56 Â°C in winter. Results showed that better urban form improves the quality of urban environments and can provide important insights for urban planners to mitigate urban heat island problems. Â© 2022 by the authors.","College of Urban and Environmental Sciences, Peking University, Beijing, 100871, China; Key Laboratory for Earth Surface Processes of The Ministry of Education, Peking University, Beijing, 100871, China",Atmosphere,10.3390/atmos13091493,2,1,Yes,"LR,BR,RFR,GBRT,AB",China,No,urban thermal environment index (UTEI),,"LST
 elevation
 Wind speed (WIN), the precipitation rate (PRE), air relative humidity (RHU), and solar radiation (RADI)
 nighttime light intensity
 land use status in China
 population density
 monthly normalized differential vegetation index (NDVI)","MOD11A2
 SRTM
 China Meteorological Forcing Dataset
 Defense Meteorological Satellite Program Operational Linescan System 
 Resource and Environment Data Cloud Platform
 Center for International Earth Science Information Network at Columbia University
 MOD13Q1","1 km
 30 m
 0.1 degrees
 1 km
 30 m
 1 km
 250 m","8 day
 -
 3 hour
 -
 -","landscape indexes (represent the urban geometric form): the urban shape index (SHAPE), the urban aggregation index (AI), and the elongation index (ELONG)",,yes,GBTR model with Gini index (for impurity),Yes,Optimization of the GBRT model parameters was obtained by grid searching,,,,,,,,
30,2-s2.0-85161936774,Scopus,2023,Article,Furuya M.T.G.; Furuya D.E.G.; de Oliveira L.Y.D.; da Silva P.A.; Cicerelli R.E.; Gonçalves W.N.; Junior J.M.; Osco L.P.; Ramos A.P.M.,A machine learning approach for mapping surface urban heat island using environmental and socioeconomic variables: a case study in a medium-sized Brazilian city,Decision tree; Land surface temperature; Machine learning; Remote sensing; Surface urban heat island,"Smart cities must deal with climate change and find solutions to mitigate phenomena such as urban heat islands (UHI). The land surface temperature (LST) extracted from thermal images is a primary source of information to study UHI, characterizing the surface urban heat islands (SUHI). In addition to LST, environmental and socioeconomic variables have been adopted to explain the SUHI phenomenon. Although machine learning algorithms have potential in several areas, their application in the study of the contribution of these variables in the prediction of LST to characterize SUHI is still unknown. Therefore, the work proposes a machine learning approach to fill this gap. The LST was extracted from 15 Landsat 8 images from 2019 to 2021. Data on socioeconomic variables were obtained from the official demographic census, and environmental variables were extracted from Sentinel-2 and Planet images. Six algorithms were tested to assess the ability to estimate the LST based on the above-mentioned variables. The results showed that the Decision Tree algorithm had the best performance (r = 0.96, MAE = 1.49 °C and RMSE = 1.88 °C), followed by Random Forest. In addition, the inclusion of all seasons of the year and socioeconomic variables was shown to be relevant to the results. The main contribution of this work is to verify if the algorithms can optimize the SUHI characterization process, analyzing the influence exerted by the studied variables. In the social sphere, the information produced can help urban planning in the construction of smart cities. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","Post-Graduate Program of Environment and Regional Development, University of Western São Paulo, Raposo Tavares, Km 572, SP, Presidente Prudente, 19067-175, Brazil; Post-Graduate Program of Environmental Technologies, Federal University of Mato Grosso do Sul, Av. Costa e Silva, MS, Campo Grande, 79070-900, Brazil; Federal University of Brasília, DF, Brasilia, 70919-970, Brazil; Faculty of Computer Science, Federal University of Mato Grosso do Sul, Av. Costa e Silva, MS, Campo Grande, 79070-900, Brazil; Faculty of Engineering, Architecture and Urbanism and Geography, Federal University of Mato Grosso do Sul, Av. Costa e Silva, MS, Campo Grande, 79070-900, Brazil; Faculty of Engineering and Architecture and Urbanism, University of Western São Paulo, Raposo Tavares, Km 572, SP, Presidente Prudente, 19067-175, Brazil; Post-Graduate Program of Agronomy, University of Western São Paulo, Raposo Tavares, Km 572, SP, Presidente Prudente, 19067-175, Brazil; Department of Cartography, São Paulo State University, Roberto Símonsen, SP, Presidente Prudente, 19060-900, Brazil",Environmental Earth Sciences,10.1007/s12665-023-11017-8,1,1,Yes,"DT,KNN,LR,MLP,RF,SVR",Brazil,"Yes, polygon",UHI,LST prediction,"LST
NDVI, NDBI
ISA
Population density, no of households, mean income","Landsat 8
Sentinel-2
Planet
Brazilian Census",,,,"Correlation coefficient, MAE, RMSE",,,Yes,10-fold cross validation,Yes,Normalization,,,,,,
31,2-s2.0-85152663853,Scopus,2023,Article,Mehmood M.S.; Rehman A.; Sajjad M.; Song J.; Zafar Z.; Shiyan Z.; Yaochen Q.,"Evaluating land use/cover change associations with urban surface temperature via machine learning and spatial modeling: Past trends and future simulations in Dera Ghazi Khan, Pakistan",artificial neural network; land surface temperature; land use land cover; Markov chain; urban heat island,"While urbanization puts lots of pressure on green areas, the transition of green-to-grey surfaces under land use land cover change is directly related to increased land surface temperature–compromising livability and comfort in cities due to the heat island effect. In this context, we evaluate historical and future associations between land use land cover changes and land surface temperature in Dera Ghazi Khan–one of the top cities in Pakistan–using multi-temporal Landsat data over two decades (2002–2022). After assessing current land use changes and future predictions, their impact on land surface temperature and urban heat island effect is measured using machine learning via Multi-Layer Perceptron-Markov Chain, Artificial Neural Network and Cellular Automata. Significant changes in land use land cover were observed in the last two decades. The built-up area expanded greatly (874 ha) while agriculture land (−687 ha) and barren land (−253 ha) show decreasing trend. The water bodies were found the lowest changes (57 ha) and vegetation cover got the largest proportion in all the years. This green-grey conversion in the last two decades (8.7%) and prospect along the main corridors show the gravity of unplanned urban growth at the cost of vegetation and agricultural land (−6.8%). The land surface temperature and urban heat island effect shows a strong positive correlation between urbanization and vegetation removal. The simulation results presented in this study confirm that by 2032, the city will face a 5° C high mean temperature based on historical patterns, which could potentially lead to more challenges associated with urban heat island if no appropriate measures are taken. It is expected that due to land cover changes by 2032, ~60% of urban and peri-urban areas will experience very hot to hot temperatures (> 31.5°C). Our results provide baseline information to urban managers and planners to understand the increasing trends of land surface temperature in response to land cover changes. The study is important for urban resource management, sustainable development policies, and actions to mitigate the heat island effect. It will further asset the broader audience to understand the impact of land use land cover changes on the land surface temperature and urban heat island effect in the light of historic pattern and machine learning approach. Copyright © 2023 Mehmood, Rehman, Sajjad, Song, Zafar, Shiyan and Yaochen.","The College of Geography and Environmental Science, Henan University, Kaifeng, China; Key Laboratory of Geospatial Technology for Middle and Lower Yellow River Regions, Ministry of Education, Henan University, Kaifeng, China; Key Research Institute of Yellow River Civilization and Sustainable Development, Collaborative Innovation Center on Yellow River Civilization Jointly Built by Henan Province and Ministry of Education, Henan University, Kaifeng, China; Center for Computational Geography, The College of Geography and Environmental Science, Henan University, Kaifeng, China; College of Urban and Environmental Sciences, Northwest University, Xi’an, China; Shaanxi Key Laboratory of Earth Surface System and Environmental Carrying Capacity, Northwest University, Xi’an, China; Department of Geography, Hong Kong Baptist University, Kowloon, Hong Kong",Frontiers in Ecology and Evolution,10.3389/fevo.2023.1115074,1,1,Yes,"MLP,ANN,CA","China,Hong Kong",Yes,UHI,LST,"LST,LULC,NDVI,NDBI",Landsat 5/8,,,It is a classification of LULC and its assessment and the simultion of LULC and LST in 2032 using the MOLUSCE plugin (apparently not validated).,,,,,,Yes,LST categorization into 6 classes,,,,,,
32,2-s2.0-85151520909,Scopus,2022,Article,Sameh S.; Zarzoura F.; El-Mewafi M.,Automated Mapping of Urban Heat Island to Predict Land Surface Temperature and Land Use/Cover Change Using Machine Learning Algorithms: Mansoura City,Artificial Neural Network; Land Surface Temperature; Machine Learning; Prediction; Urban Heat Island,"Urban heat island (UHI) frequency and emergence are strongly associated with variations in land use/land cover (LU/LC) and land surface temperature (LST). This study investigates the impact of LU/LC class changes on LST based on the distribution of UHI spot maps in Mansoura city, Egypt, using Landsat satellite images from 1991 to 2021. Based on these estimated LU/LC and LST maps, machine learning algorithms, cellular automata, and artificial neural network approaches were used to predict future changes in LU/LC and LST for 2031. The influence of UHI may be quantified using the urban thermal field variance index (UTFVI). The geographic information system (GIS) add-in UHI calculator ArcGIS tool was created because we considered the spatial consequences of employing remote sensing data. This tool includes all the methods and procedures for calculating LST and UHI. The analysis revealed a positive correlation between LST and normalized difference built-up index and a negative correlation between LST and normalized difference vegetation index. The forecasted results for 2031 also show that the built-up area will grow roughly 20%, with a considerable drop in vegetation by 18%. If the city's fast urbanization continues, more than 40% of Mansoura will have land surface temperatures above 45°C by 2031. Avoiding dense built-up areas and growing vegetation spaces remain efficient means of minimizing the influence of UTFVI in urban construction practice. Therefore, this research will help to achieve sustainable development by providing essential insights into the complicated interplay between diverse aspects of urban settings and promoting city competency. © Geoinformatics International.","Faculty of Engineering and Technology, Badr University in Cairo (BUC), Cairo, Egypt; Public Works Engineering Department, Faculty of Engineering, Mansoura University, Mansoura, 35516, Egypt",International Journal of Geoinformatics,10.52939/ijg.v18i6.2461,2,1,Yes,ANN,Egypt,Yes,UTFVI,LST and LULC prediction,"LST,LULC,NDVI,NDBI",Landsat 5/8,,,,,,,,,,,,,,,,
